french,wolof
"Ce que j'ai en face de moi, sur la photo, c'est une carafe. Une carafe en verre dans la quelle tu peut préparer tes jus. Celle-ci on dirait aussi que c'est du jus qu'on y a mis ; c'est une carafe en verre avec un couvercle noir. L'anse est de couleur noire. Ce qu'on y a mis aussi on dirait que c'est jaune, mais pas trop. Là où on l'a posé est complètement blanche.","Li may jàkkarlool ci nataal bi nag moom benn karaaf la. Muy karaafu weer boo xamente ne mën nga ci def say 'jus'. Bii mel na ne tamit ab jus lañ ci def mu nekk karaafu weer ak kubéer gu ñuul, jàppukaay bi daldi doon jàppukaay bu ñuul. Liñ ci def itam wirgo wi dafa xaw a soon waaye taxu ko soon noonu. Waaw fiñ ko teg daldi weex tàll."
Du moment qu'il part,Bi mu dee dem
L'homme ne cultivera pas,Góor gi du bày
Il ne serait pas parti,Du woon dem
Tu parles de quelle maison ?,Bii néeg ban ŋga wax ?
"Ici, cependant, il semble qu'il y est une porte, une jolie porte. En plus il semble qu'elle soit fermée. Parce que, si tu regardes bien sa position, on l'a tirée jusqu'au fond... jusqu'à ce qu'elle soit serrée. Par conséquent, pour pouvoir y entrer, il faut qu'on t'ouvre ou bien que tu ailles tenir ce fameux levier pour pouvoir entrer à l'intérieur.","Bii nag, mun mel ni benn bunt moo fi ne. bunt bu rafet. Te niñ ko wonee sax dafa mel ni dañ ko téj. Ndaxte boo seetee nu mu mel, dañ ko xëcc ba mu sës... mu serré. Ba tax na, dafa mel ni sax pour nga dugg fa, faaw ñu ubbi la wala sax nga ñëw tiyé ci levier boobu noonu bi ñu wone pour nga man a duggu ci biir."
Ne pars pas !,Bul dem !
"Les enfants sont arrivés, j'espère ?",Mbaa xale yi yeksi nañu ?
Comment ...?,Noo ... ?
"Oui ceci, cependant, il s'agit d'un policier qui porte une arme, ayant attaché son bassin et poursuivant ce jeune qui court.","Waaw lii nag ab alkaati bu yor ngànnaayam, takk ndiggam di dàq ndaw sii di dem."
Combine ça vaut ?,Lii naata?
Je ne veux pas,Bëgguma
"Cette photo ci quand je l'ai regardé j'y ai vu une chose similaire au poisson séché. Ce poisson séché, il me semble que c'est un carpe séché. Oui c'est bien celui que les femmes ont besoin de mettre dans les plats.","Nataal bii de bi ma ko xoolee gis naa ci loolu nga xam ne mooy gejje. Gejje gi nag, mi ngi may ndiroog géjje sompaat. Waawaaw, jigéen ñaa ngi koy soxla ci bu nuy togg."
C'est là seulement !,Kooku doŋŋ la !
C'est toi ?,Yaw la ?
"Il veut que l'homme vienne et que lui, il revienne si tu pars.",Bëgg na góor gi ñëw te mu dellusi soo demee.
Je ne parle pas de ces enfants ?,Waxuma xale yooyale ?
Que personne n'est parti,Kenn demul mbaa
Je parle de ce petit.,Xale buu laa wax.
Pour qui te prends-tu ?,Ya di kan ?
Salut,Na nga def
Elles furent Laobé.,Laobe lañu woon.
À l'intérieur tout simplement !,Ci biir doŋŋ !
Ces gens qui sont sortis sont des lutteurs.,Nit ñooñii génn ay mbër lanu.
J'ai vu tous tes amis !,Gis naa sa xarit yépp !
"Mais alors, je refusai de sortir","Noonu itam, ma bañ génn"
"Chez les Peul, les Sérère, et les Niominka.","Ci Pël yi ag ci Séeréer si, ag ci Ñomiŋka yi."
C'est un homme pour quelles raisons ?,Nit la ci lan ?
Il est là.,Ma ŋgoogule foofu.
Vous êtes des hommes tout simplement !,Góor doŋŋ ŋgeen !
Va voir tous les moutons !,Seetil xar yépp !
"Viens pour que les enfants soient des travailleurs, soient des braves !",Ñëwël ndax xale yi di mbër te it ñu di ay jambaar !
Le village de tout Sérère est propre !,Dëkku béppu Séeréer set na !
De quelle manière ?,Noonee nan ?
"Sur la photo qu'on m'a montrée, c'est une chambre. Il y a un lit qui s'y trouve avec un oreiller posé un drap blanc. La fenêtre comporte un tissu noir. Le lit a deux tiroirs au-dessous de lui.","Nataal bii ñu ma yónnee ab néeg la, am na lal bu ca nekk ak benn njegenaay lal ca darab bu weex, faneetar ba am na am na morceau bu ñuul. Lal bi am na ñaari turwaal ñi ngi ci suuf."
Je connais les gens qui ne sont pas des Sérignes !,Xam naa nit ñi dul Sërin !
"Mais, moi, je n'ai pas été !",Waaye man sax dama dul ñëw !
C'est l'homme qui serait venu,Góor gi moo ñëwkóon
Laquelle autre ?,Leneen lan ?
Je n'ai pas été,Demuma
Lesquels se sont égarés ?,Yan ñoo réer ?
L'un des hommes est venu.,Benn nit ki ñëw na.
"Vous, vous voulez",Yéen bëgg ŋgeen
"Cette photo ci, c'en est une sur laquelle on est dans un domaine. Un domaine dans lequel il y a beaucoup de filles. Ce domaine là est très joli.",Waaw nataal bii de nataal la boo xam ne nataal bii ñi ngi nekk ci ab bërëb. Bërëb boo xam ne ay xale yu jigéen yu bari bari ñoo fa nekk. Bërëb bi nag bërëb bu rafet la.
Aucun homme ne s'est égaré.,Kenn nit réerul.
Celui-là à l'intérieur.,Kooku ci biir.
"L'homme a dit que c'est celui-là, peut-être !","Góor gee ni kookule la, soo demee !"
Si celui-ci est fils de Birayim,Su kii dee doomu Birayim
J'ai aperçu un baobab.,Séen naa ag guy.
L'homme n'est pas venu.,Góor gi rekk a ñëwul.
Chez ceux-ci et ceux-là,Ci ñi ak ca nee
À l'intérieur.,Ci biir.
Peut-être est-ce l'homme qui a dit qu'il est sain d'esprit !,Soo demee góor gee ni nit la !
"Ah sur cette photo ci cependant, il y a un poisson. Il existe trois couleurs pour ce poisson. La première couleur est la jaune, ceux qui suivent sont le bleu et le blanc. Ce sont de jolis poissons.","Aah nataal bii nag, aw jën la. Jën wi mi ngi ame ñetti wirgo. Wirgo Wu jëkk Wi mboq la, Wu ci topp di bëlë, Wu ci topp di weex. Muy jën wu rafet."
L'homme cultive,Góor gi di bày
Sur la photo que j'ai eue a voir il y a assurément un poisson séché. C'est bien un poisson séché que j'ai vu.,"Nataal bi ma jot de gis naa ni gejje la, waaw gejje. Gejje de laa gis."
Qui a été ?,Ku dem ?
L'homme ne rentrera pas chez lui.,Góor gi du ñibbi.
L'autre homme est venu.,Nit keneen ki ñëw na.
Cet autre-ci qui est sorti est arrivé.,Kenn ki génn ki yeksi na.
Qu'as-tu vu dehors ?,Loo gis ci biti
Un lion dans la chambre !,Aw gaynde ci biir néeg bi !
Moussa seulement !,Musaa rekk !
"Ceux-là sont, semble-t-il, des paniers de course. Il y'en a qui sont en gris, d'autres qui sont bleus. Ils sont posés au-dessus d'un lit ou d'une moquette. Je suis sûr que la femme a qui on va les donner va bien faire ses courses.","Waaw lii de ab ëe ay kii la ay pañe la, pañe ndugg.  Am na yu mboq, am na yu baxa ñu teg ko ci kaw lal walla kaw moket moket. Xam naa ne ku ko jox jigéén dana si ndugg bu baax."
C'est que c'est autre chose.,Dafa di leneen.
Regarde ce semblant de lutteur.,Xoolal mbër mu.
Celui-ci est à moi mais j'ignore d'où provient cet autre-là.,"Mii maa ka moom, waaye moomule deey, xawma fu mu bokk."
Cet enfant-ci n'est pas venu ?,Xale bile ñëwul ?
L'homme n'a pas été,Góor gi moo demul
J'ai vu le fils de la dame.,Gis naa doomu ndaw si.
Quels moutons sont arrivés ?,Yan xar ñoo ñëw ?
C'est vous qui alliez partir,Yeena doon dem
Quel homme est parti ?,Góor gan moo dem ?
"Oui encore, je vois que ceci est une automobile. Une automobile qui ne bouge pas. Des gendarmes sont à l'intérieur. Il y a un gendarme qui est devant. Oui c'est ce que j'ai vu.","Waaw ba tey lii de gis naa ne ag daamar, daamar gu taxaw la, ay sàndarma ñi ngi ci biir daamar ga, am na benn sàndarma bu nekk ca kanam. Waaw loolu de laa gis."
Oh !,Ex !
Tu as choisi la fille d'une femme.,Tann ŋga doomu benn jigéen.
"Sur cette photo, c'est <mask> dans laquelle on garde des tasses et consorts. On l'a conçue avec du bois et du verre de manière méthodique.",Nataal bii lii ab àngal la boo xam ne dañ ciy deñci ay kaas ak yu ni deme. Ñu defare dénk ak weer defar bu mucc ayib.
Il ne refusera pas si tu acceptes et aussi si tu t'engages dans le travail.,Du bañ boo naŋgoo ag it boo yaboo ci liggéey bi.
Où est-ce ?,Fu mu ?
Il n'est Ardo d'aucun Dieri que tu ne connaisses !,Amul ardo benn Jéeri boo xamul !
Moi je n'ai pas été,Man demuma
Celui-là a mauvais caractère !,Kii moom dafa naqadi deret !
Il m'a vu moi-même.,Gis na ma man mi.
Vas-y seulement !,Demal rekk !
Quand pars-tu ?,Kañ ñgay dem ?
Où as-tu été initié en sciences occultes ?,Foo jaŋge xërëm ?
Habille-toi en garçon !,Solul na góor !
Dans ce puits qui coule,Ci teen boobu bënn
L'homme ira,Góor gi dana dem
C'est peut-être un lion !,"Gaynde la, ku dem !"
Combien ?,Ñaata ?
La femme pria pour que les enfants arrivent et aussi pour que leur père soit dans les lieux.,Jigéen ji ñaan na ndax xale yi agg te itam seen baay nekk fa.
J'ai vu cet enfant-là ?,Gis naa booba xale ?
C'est là ce que je veux !,Loolu laa bëgg !
Je croyais que l'homme était mûr et que la femme était saine d'esprit !,Defewoon naa góor gi mag la te ndaw si nit la !
"C'est celui-là, peut-être !",Kookule la soo demee !
Tout le mouton,Xar mépp
Les hommes sont partis,Góor ñi dem nañu
"Ce fut un homme, un vrai !",Nit lawoon !
Là-même où tu as été.,Foofu ŋga dem fu.
Qui est parti ?,Ku dem ?
Il est parti,Dafa dem
Vas-y afin qu'il vienne et aussi afin qu'il sorte !,Demal ndax mu ñëw ndax it mu génn !
Ne sois pas aussi impoli que cet individu !,Bul yaréediku niki waa jii !
Tu es un homme simplement !,Nit doŋŋ ŋga !
Que pleure-t-il ?,Lu muy jooy ?
Un homme est parti !,Nit dem na !
Parles-tu anglais,?
"Ceux-là, il ne les apprécie guère !",Yooyale deey bëggu leen !
Ce n'est pas l'autre.,Du keneen ki.
C'est d'autres chevaux que je veux !,Yeneen fas laa bëgg !
"Ceci, cependant, on a l'habitude de faire les courses avec. C'est-à-dire que quand les femmes vont au marché, c'est ça qu'il emporte avec elles. On l'appelle en français 'panier'. On le porte et y met des marchandises comme le poisson, aubergine, chou pommé, citrouille... C'est à peu près ça qu'on met dedans en tout cas.","Lii nag dañ ciy faral di def ndugg maanaam jigéen ñi bu ñuy dem ja marse ba ëe, moom lañuy yor. Ñu koy woowe ci farañse pañe.. Dañu koy gàddu nag. Buñ ko gàddoo dañu ciy def lu mel niki ay ndugg daal lu mel ne jën, batañse,suppome, naaje... Yooyu daal lañuy def ci biir."
Je parle de ces autres individus !,Ñenn nit ñooñii laa wax !
Il est mal élevé comme un gosse.,Dafa reew na xaleel.
En voilà d'autres.,Ñeneen a ŋgi.
C'est moi qui pars.,Maa dem.
Cette dame là-bas.,Jigéen jale.
C'est peut-être celui-là !,Kookule la soo demee !
Qui est-ce ?,Kan la ?
"Si tu étais venu, dans ce cas, je serais parti !","Soo ñëwóon, kon, demkoon naa !"
Où es-tu ?,Ana ŋga ?
J'ai aperçu des femmes.,Séen naa ay jigéen.
Tu as regardé dans cette chambre-ci ?,Seet ŋga néeg buu ?
Dis à l'homme de partir !,Waxal góor gi mu dem !
C'était un Lebou.,Mu doon Lebu Yoff.
Il veut que tu viennes,Bëgg na ŋga dem
Tu pries pour quoi ?,Looy ñaan ?
"Le lion n'a pas fui, pourtant.","Gaynde gi dawul, moontin."
Nous allons à l'intérieur ?,Ci biir la ñu jëm ?
L'homme craint d'avoir interrompu son jeûne par inadvertance.,Góor gi ragal na juubuwoon.
Tu es uniquement un homme !,Nit doŋŋ ŋga !
Attends jusqu'à demain !,Negal ba ëlëk !
C'est qu'il s'agit d'autre chose.,Dafa di leneen.
Les gens en eussent été morts.,Góor ñi deekoon nanu.
J'espère que c'est lui qui a été ?,Mbaa móo dem ?
Je parle des autres moutons !,Yenn xar yooyuu laa wax !
"Vas-y pour que ce soit autre chose, que ce soit ailleurs !","Demal, ndax mu di, leneen, mu di feneen !"
C'est quelqu'un de bien !,Nit ku baax la !
"Salut ! Ceux-là qui ressemblent à des personnes qui habitent en Casamance, un pays qui est au Sénégal, eux sont ceux qui montrent cette colère, se lèvent comme ça, les uns assis, les autres debout, prenant leurs mains et les rassemblant pour montrer leurs mauvais humeur. Ils sont assis sur la route.","Salaawaalekum ! Ñii de, mel nañ ne, ay nit ñu dëkk kaasamaas, benn dëkk bu nekk Senegaal, ñoom ñooy wane seenuw naqar nii, daldi taxaw nii, ñenn ñi toog, ñenn ñi taxaw, jël seen loxo yi dajale ko ngir wane seenuw naqar. Ñoo ngi toog ci tali bi."
Il connaît celui-là ?,Xam na kookule ?
Honore tout homme !,Teralal mépp nit !
Cet homme n'est qu'intelligence.,Góor gi di xel doŋŋ.
Tu as choisi la fille d'une autre femme.,Tann ŋga doomu benn jigéen.
L'homme peut-il partir jusqu'à ce qu'il vienne ?,Góor gi dem ba mu ñëw ?
Tout village Sérère est propre !,Béppu dëkku Séeréer set na !
Il a été dans un autre bel endroit.,Dem na feneen fu rafet.
Comment allez-vous ?,Na ŋgeen def ?
Je suis dans la maison.,Maa ŋgi ci bir kër gi.
Honore tout homme !,Teralal bépp nit !
Change-les à tel point qu'ils soient autres et que leur opinion aussi soit toute autre.,Soppi leen ba ñu di ñeñeen te seeni xalaat di leneen.
J'espère que personne n'est parti,Mbaa kenn demul
Peut-il partir ?,Mu dem ?
Cherche une autre chose !,Seetal lëf leneen !
C'est lorsque la femme arriva,Bi jigéen ji ñëwée la
"Dans ce cas, qu'il rentre","Bonag, dey mu ñibbi"
"Paix seulement, et toi ?","Jaam rek, Yow nag ?"
C'est lui qui aime,Moo bëgg
Est-ce loin ?,Soreh na ?
"L'endroit, où l'homme est parti, est beau.","Foofu, góor gi dem, fu rafet la."
Quand l'as-tu vu ?,Kañ ŋga ka gis ?
Je parle des autres moutons !,Xar yenn yooyu laa wax !
Homme de courage n'abonde pas paroles.,Jambaar du bare wax.
J'ai vu mon ami !,Gis naa sama xarit bi !
"Aujourd'hui, c'est Fatim.","Tay, Faatim la."
C'est là jusqu'au moment où nous trouverons un autre lieu.,Foofu la ba ba ñuy gis feneen.
L'homme ne part pas,Góor gi demul
J'ai vu tous ces moutons-ci.,Gisoon naa xar yi yépp.
Les gosses y furent formidables !,Xale ya mbër lañu fa woon !
C'est un homme gentil.,Nit la ku baax.
"Sur cette photo, il y a du verre. Cependant, le verre est composé de plusieurs verres superposés. Aucun de ces verres ne ressemble à l'autre. Le verre, il y a un objet qui le tient et qui est sur le sol. Oui, un objet qui le tient.","Nataal bii de nataal la boo xam ne verre la, verre bi nag mi ngi nekk weer weer yoo xam ne dañoo tegalante, verre yi nag benn bokku ceek moroomam waaw. Verre bi am na affaire bu ko tée boo xam ne mi ngi ci suuf, waaw affaire bu ko tée."
Le voilà qui part !,Mi ŋgii di dem !
Il ne s'est pas encore substitué à,Wuutóogul
"Ceux-là, il ne les apprécie pas !",Yooyale deey bëggu leen !
Fais sortir tout cheval que tu vois !,Génnéel wépp fas woo gis !
Je parle de toi-même.,Yaw moomu laa wax.
Là où tu as été là.,Foofu ŋga dem fu.
J'ai aperçu une femme.,Séen naa as jigéen.
D'où venez-vous ?,Fan ngeen joghe ?
Je viens des USA.,Maa ngi joghe les USA.
Tous ceux-là ne sont pas partis,Ñooñu ñépp woon demuñu
Les quels moutons qui t'appartiennent ?,Xar yooyu yan ŋga moom ?
C'est lui qui allait,Moo doon dem
Il ne te parle pas.,Waxu la.
Tu aurais été sans l'y trouver.,Ya ŋgi demkoon doo ka fa fekk.
"Oui mon parent, je vois que ça c'est des pots de Nescafé dans lesquels il y a du café. J'y ai vu des graines de café mûrs et d'autres qui ne le sont pas. J'y ai vu aussi du café en poudre sur le coté.","Waaw mbokk mi, gis naa ni lii de ay potu Nescafé ñu def ci café. Gis naa ci ay doomi café yu ñor ak yu ñorul. Gis naa ci café gu mokku tamit ci wet gi."
"Homme, lion, mouton et hyène, ne vont pas ensemble.","Nit, gaynde, xar, ak bukki duñu ànd."
Aminata peut-elle venir ?,Aminta ñëw ?
C'est cet homme-là qui eût été bon !,Nit kooka baaxkoon la !
Tu as choisi la fille de quelle femme ?,Tann ŋga doomu benn jigéen jan ?
Tu pars ?,Dem ŋga ?
"Il a acheté moutons, chèvres, poulets...","Jënd na xar, bëy, ganaar..."
J'ai acheté cette unique mouton !,Jënd ñaa menn xar mi !
Il ne t'avait pas vu,Gisu la woon
Je t'en prie.,Agsil.
Regarde ce lutteur.,Xoolal mbër mu.
Tu te battais avec qui ?,Ag ñan ŋga doon xeexal ?
Le convoyeur doit chercher où passer et aussi comment se cacher.,Jëgg day wut fu mu jaar ag itam na mu laqoo.
"Alors l'homme entra, les enfants le virent, il s'assit, tous s'assirent.","Noona góor gi dugg, xale yi gis ka, mu toog, ñépp toog."
Il était Lebou de Yoff.,Mu doon Lebu Yoff.
A Moussa !,Musaa !
Ils partent,Dem nañu
Je l'ai vu par ici !,Gis naa ka fii !
J'ai vu l'autre qui est venu,Gis naa kenn ki ñëw
C'est ce qu'il a dit !,Li mu waxoon la !
Aucun lion ne s'est égaré.,Gayndé genn réerul.
Je parle un peu anglais.,Degg naa tuuti Faranse.
Un lézard par là !,Sindax bi ci foofuu !
Lequel as-tu vu ?,Jan ŋga gis?
"Ça c'est un terrain de jeu, c'est-à-dire un très joli stade de jeu avec des lampes allumées en haut tout autour comme s'il y avait quelque chose de noir au dessus entouré de lampes très lumineuses. L'intérieur était une place dans lequel des gens jouaient au football.",Waaw lii ab fowu la maanaam stade fowu fowu la bu rafet lool làmp yiy tàkk nii nekk ci kawam mu wërngalu nii am lu ñuul lu nekk ci kaw loo xam ne daa daa wërngalu làmp yi di leer nàññ ci kaw fowu bi nekk ci biir mu doon loo xam ne sii ci biir dees ci futbalees.
C'est votre bûcheron d'autrefois !,Seen lawbe ba woon la !
Je parle de cet autre homme que voilà !,Nit keneen kaa laa wax !
Homme et lion ne peuvent cohabiter ensemble.,Nit ag gaynde duñu dëkkóo.
Il a vu tous vos amis en question !,Gis na seeni xarit yooyu yépp !
"Mais, même moi, je n'ai pas été !",Waaye man sax dama dul ñëw !
Quels couteaux se sont égarés ?,Saatu yan ñoo réer ?
L'homme est allé aux champs.,Góor gi dem na tool ya.
Où vas-tu ?,Fan ŋga jëm ?
Cela c'est un baobab.,Loolu di guy.
Salut,Na ngeen def
J'ai vu la maison de son ami.,Gis naa kër xaritam.
Voilà que j'aurais été,Më ŋgile demkoon
Il n'est de Ardo du Dieri que tu ne connaisses !,Amul benn ardow Jéeri boo xamul !
Tu avais vu cette femme ?,Gisóon ŋga jigéen joojule ?
Quelle partie veut-il,Fu mu bëgg
Où vas-tu ?,Fan ŋga jëm?
"Et surtout, attends-moi !","Te kat, na ŋga ma nég !"
Quel autre ?,Leneen lan ?
Par ici ?,Ci fii ?
Il n'a pas encore été voir,Seeteegul
Cherche une autre dame !,Seetal jigéen jeneen !
Chez celui qui est venu et qu'on a reconnu.,Ci ki ñëw ba ñu xammee ka.
Je ne le lui donnerai pas.,Duma ka ka jox.
J'ai vu ceux-là.,Gis naa ñooñale woon.
"Retourne au centre de Saint-Louis, si tu veux.","Dellu biir Ndar, soo bëggée."
Alors le roi Guelwar s'immobilisa.,"Noona Gelwar bi, buur bi, daldi ni tekk."
Celui-là avec qui tu parles !,Kookule ŋgay waxal !
Du reste la générosité est une bonne chose dans la vie.,Te dey addina laabiir dafa ci baax.
Aucun mouton n'est arrivé.,Menn xar ñëwul.
C'est une autre maison que je veux !,Beneen néeg laa bëgg !
C'est moi qui dois partir !,Maa di dem !
Confie la chose à l'un !,Deŋkël lëf li kenn ki !
Quelles personnes se sont égarées ?,Nit ñan ñoo réer ?
Te voilà tout simplement !,Yaa ŋgoogu rekk !
C'est une autre épouse que je veux !,Jeneen jabar laa bëgg !
Comment se passe l'après-midi ?,Naka bëcëk bi ?
S'il n'était pas Laobe,Su dulwoon Lawbe
C'est cet autre cheval là-bas qui est bon !,Fas weneen wale moo baax !
"Tu vois, ce garçon-là ?",Gis ŋga xale bii woon ?
Partout où il ira la paix descendra là.,Fépp fu mu jëm foofu jàmm dana fa wacc.
Il demande si tu aurais été,Mi ŋgiy laaj ndax demkoon ŋga
Tu es jeune !,Xalel ŋga !
J'ai aperçu un mouton.,Séen naa am xar.
J'ai vu l'autre.,Gis na keneen ki woon.
L'homme peut-il partir ?,Góor gi dem ?
"J'y suis avec, petit à petit.","Maangi ci kowam, ndanka, ndanka."
L'homme est parti je crois !,Ma defe góor gi dem na !
"Samba, toi, tu as été","Samba, yaw, yaa dem"
Prends tout !,Jëlël lépp !
C'est à l'intérieur que vous allez ?,Ci biir ŋgeen jëm ?
"Cette photo ci c'est une photo sur laquelle je vois des jeunes du pays qui semblent en colère contre ce qui s'est passé dans leur pays et que les anciens les ont laissés. J'en vois, même, qui portent des habits blancs et des pantalons noirs. Beaucoup parmi eux portent des habits noirs et blancs, et d'autres portent des habits blancs. Ils sont levés sur la route, qui elle semble remplie de pierres qu'ils ont, peut-être, utilisé pour se battre contre les gendarmes. Au-dessus de la photo j'en vois qui écrivent quelque chose d'arrogant. Ceux qui habitent en Casamance l'appellent Sigicor.","Nataal bi ab nataal la boo xamante yni maa ngi ciy gis ay ndawi réew yoo xamante ni daa mel ni dañuy naqarlu loo xamante ni xew na ca seen réew te seen njiitu réew teg leen ko. Maa ngi ciy gis nag ñoo xamante ni dañoo sol lu weex aki ay tubéy yu ñuul. Bari ci ñoo xamante ni sol nañu yoo xamante ni ay yére yu ñuul la ak yu bula, am na yit ñu sol yu bula. Ñu ngi taxaw si kow tali tali bi nag xaw naa bari ay xeer ńàkkul ni ñoo ko jëfandikoo ngir jàmmarloo ak way takk-der yi. CI kow nataal bi maa ngi gis ñu bind si bind boo xamante ni réewu, dëkk bi nu naan Kaasamaas ñu koy wax Siggicoor."
Ils se tiennent dehors.,Ñungi taxaw ci biti.
Si l'homme vient,Su góor gi dee ñëw
Je suis dans la maison.,Maangi ci nég bi.
"Là, où il a fait un trou.","Ci biir foofu, mu bënn."
Pénètre à l'intérieur ou ici !,Duggël ci biir mbaa ci fii !
Tu as discuté avec tous sauf avec ceux-là.,Waxtaan ŋga ag ñépp gannaaw nooñii.
Quel autre cheval as-tu vu ?,Weneen fas wan ŋga gis ?
Il est peut-être entrain de parler !,"So demee, mi ŋgiy wax !"
"Mais, c'est tout le monde qui est rentré.","Moom daal, ñépp ñibbisi nañu."
"Te voilà, le voilà","Yaa ŋgi, mi ŋgi"
Je te confie celui-là dont il fut question au passé.,Deŋk naa la boobule woon.
Sur cette photo j'y ai vu une case qui se trouve dans une belle forêt contenant des herbes et des arbres.,Nataal bii gis naa ci ab néegu ñax bu nekk cib àll bu naat bu am ay ñax ak ay garab.
En voilà un autre.,Keneen a ŋgi.
"Ceci est une chambre couverte d'herbe. En le couvrant d'herbe, la chambre est une sorte de chambre. La chambre est couverte d'herbe, des arbres en haut, des arbres en bas. Il y a beaucoup d'arbres tout de même.","Lii ab néeg la, néeg bi dañ kaa xadde ñax. Biñ ka xaddee ñax, néeg bi ab néeg la, néeg bi ñu xadde ko ñax ay garab nekk ca kaw ay garab nekk ci suuf. Bari nay garab lool nag sax."
Qu'as-tu acheté ?,Loo jënd ?
Tu vois ce garçon-là ?,Gis ŋga xale bii woon ?
Comment t'appelles-tu ?,Na nga tudd ?
Tu parles de quel mouton ?,Xar moomu man ŋga wax ?
"Laisse-moi de grâce, au nom de Dieu !",Bayyi ma ŋgir yalla !
Quel mouton ?,Xar mii man ?
C'est cette ville de Sérère.,Gii dëkku Séeréer la.
J'espère que personne n'est parti,Kenn demul mbaa
L'homme dit qu'il serait peut-être là.,Góor gi née na mi ŋgi fi soo demee.
Bonne santé !,Wer gu yaram!
L'homme te voit,Góor gi di la gis
Je ne parles pas Wolof.,Mahn deggumah Wolof.
L'après-midi se passe bien.,Bëcëk baangi fi rek.
Quel mouton ?,Xar mépp man ?
Où est l'eau que tu avais puisée ?,Ana ndox mi ŋga duyóon ?
"L'homme est parti pour que vous veniez sans que personne, surtout, ne le soupçonne.",Góor gi dem na ndax ŋgeen ñëw te nak kenn bañ leen foog.
Quel cheval veux-tu ?,Yooyale fas wan ŋga bëgg ?
J'ai vu tous ces gens.,Gisoon naa nit ñooña ñépp.
Il aime le chameau.,Bëgg na gëléem.
J'ai vu des vaches d'Europe.,Gis naa nagu Tugal.
Là où l'homme est parti est beau.,Foofu góor gi dem fu rafet la.
"Mets-toi n'importe où, où il fait clair !","Toogal ci fépp, fu leer !"
Tu avais reconnu la femme ?,Xammeewoon ŋga jigéen jooju ?
Tout ce mouton.,Xar moomee mépp.
Toi tu as été,Yaw dem ŋga
Afin que parte ?,Ndax kan dem ?
Vous êtes aussi avares qu'eux !,Daŋgeen bëggé naka ñoom !
Ce fut un homme !,Nit lawoon !
Il travaillait.,Dafa doon liggéey.
"Sur cette photo datant d'il y a trente sept ans, j'y vois, semble-t-il, <mask> poisson. C'est un poisson qui a aussi des couleurs. Les couleurs aussi y'en a du bleu, du marron, du blanc, et ce qui l'entoure c'est du blanc.","Nataalu fanweer ak juróom-ñaar, maa ngi ci gis lu mel ne lu taxam taxawaayu jën. Jën la woo xam ne itam dafa am ay kulëer. Kulëer yi tamit am na bulë, am na marõ, am na weex, lu ko wër lépp lu weex la."
Il ne t'a pas prêté la plume,Abalu la xalima gi
"C'est cela qu'on appelle un berceau. Il est conçu avec du bois. À l'intérieur de ce berceau, cependant, il y a une sorte de drap blanc avec un oreiller. À l'intérieur de l'autre, on y a étalé quelque chose de couleur chocolatée ; un drap chocolat.","Waaw lii lañu naan beerso. Dénk lanu ko defaree, dénk. Benn beerso bi nag ci biir lu mel ne xeetu darab bu weex moo ci nekk am benn njegeñaay. Beneen bi nag danu cee lal lu mel ne lu sokolaa ; darab bu sokolaa."
Bonne matinée.,Jaam nga fanane.
"Qu'est-ce, qui est la cause ?",Lu waral ?
Fouille tout endroit !,Xolal fépp !
C'est leur ami !,Suñu xarit la !
Cet homme là près de toi.,Nit kookuu ci sa wet.
"Aujourd'hui, le matin.",Tay ci subë.
J'ai été et tu n'as pas été !,Dem naa te demuloo !
Sur cette photo il y a le Capitaine Seydina Omar Toure. C'est lui qui était à la section de recherche et qu'on a ensuite radier.,nataal bii Capitaine Séydinaa Omar Ture la. moo nekkoon section de recherche ñu radier ko.
D'où viens-tu ?,Fan nga joge ?
"Toi, tu n'as pas été",Yaa ŋgi demuloo
Comment vas-tu ?,Noo def ?
L'homme n'est pas un orfèvre.,Góor gi du tëggu wurus.
Tu serais parti,Demkoon ŋga
Comment allez-vous ?,Na ngeen def ?
Quels autres chevaux as-tu vu ?,Fas yeneen yan ŋga gis ?
Ce fut un homme !,Nit la woon !
C'est que j'ai effectivement été,Dama dem
"Cette photo ci montre une maison qui contient des meubles, des fenêtres, des chaises et une natte étalée à l'intérieur.","Nataal bii day wane kër goo xamante ne dafa am ay meuble ci biir, am ay faneetar, am ay toogukaay ak genn basaŋ guñ lal ci biir."
"Ici alors, si tu refuses !","Cii fii kon, soo bëggul !"
Je viens de ...,... laa joge
C'est cette femme qu'il accompagnait qui est Ngone.,Jigéen joojule mu àndaloon mooy Ngóone.
Chez les Sérère et les Peul,Ci Séeréer yi ag Pël yi
"L'homme, le voilà.",Góor gaa ŋgi.
J'ai vu tes autres amis !,Gis naa sa xarit yeneen yi !
Monsieur Moussa est parti.,Góor gi Musaa dem na.
L'homme qui est venu,Nit ki ñëw
Ce mouton-là en entier.,Xar moomule mépp.
Voilà ce qu'il en est.,Loolu la.
Il ne t'avait pas remis la taxe,Joxu la woon juuti bi
Je parle de cet enfant-ci ?,Bule xale laa wax ?
Tous les autres moutons fuirent.,Yeneen xar yi yépp daw.
Si l'homme accepte,Su góor gi bëggée
Je partirai,Dinaa dem
