french,wolof
C'est d'autres chevaux que je veux !,Yeneen fas laa bëgg !
Tu ne pars pas ?,Doo dem ?
"Si tu étais venu, dans ce cas, je serais parti !","Soo ñëwóon, kon, demkoon naa !"
Je crois que c'est l'autre !,Defe naa ni keneen ki la !
C'est cet homme-là qui eût été bon !,Nit kooka baaxkoon la !
L'homme eut été,Góor gi demkoon na
Regarde cette aumône.,Seetal sarax su.
Qu'il ne parte pas,Bu mu dem
Dites-leur,Nileen leen
Là où l'homme est parti est beau.,Foofu góor gi dem fu rafet la.
Appelle l'homme qui n'est pas Kangame d'ici !,Wool góor gi dul Kajgaamu fii !
C'est moi qui pars !,Maa di dem !
Donne un à chacun !,Mayal benn ñépp !
Cet homme qui avait voulu,Góor gii bëggóon
C'est que j'ai été,Dama dem
C'est lui qui allait habituellement,Moo daan dem
C'est un homme qui eût été bon !,Nit ku baaxkoon la !
C'est quelqu'un de bien !,Nit ku baax la !
J'ai vu vaches d'Europe.,Gis naa nagu Tugal.
Je connais les gens qui ne sont pas des Sérignes !,Xam naa nit ñi dul Sërin !
Qui veut ce livre ?,Ku bëgg bii téere ?
Si l'homme doit venir,Su góor gi dee ñëw
Nous serions des gens de fortune.,Dañu doonkoon nitu alal.
Tu as vu qui ?,Daŋga gis kan ?
Comment ?,Fan ?
L'homme ne dit pas qu'il est là !,Góor gi niwul mi ŋgi fi !
Qu'il entre !,Na dugg ci biir su bëggée !
Je parle de ceux-là !,Xar yenn yooyu laa wax !
Le voilà qui partait,Ma ŋgee doon dem
L'homme qui est parti,Góor gi dem
L'homme veut,Góor gi bëgg na
La femme regrette d'avoir eu une fortune.,Ndaw si réccu na amoon.
Quels moutons se sont égarés ?,Xar yan ñoo réer ?
"Retourne au centre de Saint-Louis, si tu veux.","Dellu biir Ndar, soo bëggée."
"L'homme, le voilà.",Góor gi mi ŋgi.
Me voilà parti.,Ma ŋgii dem.
Je ne veux pas,Bëgguma
Je reconnais les vaches d'Europe !,Xammee naa nagi Tugël !
Chez les Sérère et les Peul,Ci Séeréer yi ag Pël yi
Du fait qu'il doit partir,Bi mu dee dem
Tout ce mouton.,Xar moomee mépp.
C'est cet autre qui était venu.,Kenn kooku yeksi lawoon.
Les gosses y furent formidables !,Xale ya mbër lañu fa woon !
La femme pria pour que les enfants arrivent et aussi pour que leur père soit dans les lieux.,Jigéen ji ñaan na ndax xale yi agg te itam seen baay nekk fa.
Je n'y avais pas été,Demuma fa woon
Peut-être est-ce l'homme qui a dit qu'il est sain d'esprit !,Soo demee góor gee ni nit la !
L'homme ne rentrera pas chez lui.,Góor gi du ñibbi.
J'ai vu les enfants de la dame.,Gis naa doomi jigéen ja.
Homme n'a été,Góor demul
Celui-là qui avait l'habitude d'aller,Kooku daawoon dem
C'est lui qui n'est pas Laobe du Baol.,Moo dul Lawbe Bawal.
Vas-y vraiment !,Demal dëgg !
Il a tué une lionne.,Ray na gaynde gu jigéen.
"Je croyais que tu irais, ce matin, ce jour... !","Defewoon na, ci subë si, ci bes bi, daa dem !"
Voyager demain,Tukki ëlëk
L'un est parti,Kenn ki woon dem na
Tu as regardé dans cette chambre-ci ?,Seet ŋga néeg buu ?
À toi qui es-là !,Yaw mile mi fii !
C'est lui qui allait,Moo doon dem
L'homme dit qu'il serait peut-être là.,Góor gi née na mi ŋgi fi soo demee.
L'homme peut-il aller dans la maison ?,Góor gi dem ci biir kër gi ?
Les enfants alors se fâchèrent.,"Xale yi, foofu nag, ñu mer."
Laquelle autre ?,Leneen lan ?
Quel mouton s'est égaré ?,Xar man a réer ?
Je reconnais une vache d'Europe !,Xammee naa nagu Tugël !
Quelle partie veut-il,Fu mu bëgg
Ne sors pas aujourd'hui !,Bul dem tay jii !
Celui-là n'est pas sain d'esprit !,Kooku du nit !
A qui parles-tu ?,Kooy waxal ?
Où avait-il été ?,Fu mu demoon ?
On croyait que tu allais partir matin et soir !,Dañu defewoon ci ŋgoon ag ci suba yépp da dem !
Si celui-ci est fils de Birayim,Su kii dee doomu Birayim
Qui as-tu vu ?,Koo gis ?
Toi tu connais personne,Yaw xamuloo kenn
Quand l'as-tu vu ?,Kañ ŋga ka gis ?
Il parle de l'autre homme.,Keneen nit kooka la wax.
"Du reste, nul n'ira","Waaye sax, kenn dafa dul dem"
Ce qu'il eût fait,Li mu defkoon
Il a cherché à l'intérieur et à l'extérieur aussi.,Set na ci biir ak ci biti itam.
L'homme ne te voyait pas,Góor gi daawu la gis
J'ai vu la femme.,Gis naa jigéen ju.
Je vois l'homme.,Gis naa nit ki.
Ils ont été bûcherons.,Laobe lañuwoon.
L'homme cultive,Góor gi di bày
Où est l'eau que tu avais puisée ?,Ana ndox mi ŋga duyóon ?
Qu'est-ce qu'il y a ?,Lan la ?
Tu pars ?,Dem ŋga ?
Allez pour que l'arachide arrive et qu'enfin les ventes marchent une fois pour toutes !,Na ŋgeen dem ndax gerte gi ñëw te nak ñjaay mi jar benn yoon !
"Homme, lion, boeuf... allaient de concert.","Nit, gayndé, nag... àndoon nañu fi."
Quel mouton en entier ?,Xar mépp man ?
Un lion dans la chambre !,Aw gaynde ci biir néeg bi !
C'est ceux-là que l'homme désire,Yooyu la góor gi bëgg
Tu as vu quels amis à toi ?,Gis ŋga sa yan xarit ?
Il était Lebou de Yoff.,Mu doon Lebu Yoff.
Sois un homme de ce pays !,Dil nitu réew mi !
"Je crois que ce n'est pas celui-ci, ce n'est pas celui-là","Defe naa du kookuu, du kookee"
J'ai vu une vache d'Europe.,Gis naa nagu Tugël.
"Homme, lion, mouton et hyène, ne vont pas ensemble.","Nit, gaynde, xar, ak bukki duñu ànd."
Tous les autres moutons fuirent.,Yeneen xar yi yépp daw.
"Je veux, si vous avez fini, que tu viennes et qu'il parte !",Bëgg naa ŋga ñëw mu dem su ŋgeen noppée !
Où veut-il,Fu mu bëgg ?
Je parle des autres moutons !,Yenn xar yooyuu laa wax !
Celles-ci !,Yooyuu !
C'est toi qui es parti,Yaa demoon ?
Je n'avais pas été te le cueillir.,Wattaliwuma la ka woon.
Il part,Dem na
Il ne les avait pas vus,Gisu leen woon
Mais il est parti,Mu dem
Tu as dit cela même.,Li ŋga wax loolu.
C'est à l'intérieur qu'est entré l'homme.,Ci biir la góor gi dugg.
Cet homme là-bas que tu vois,Kee nit ŋgay gis
Il est unique.,Menn la.
Le convoyeur doit chercher où passer et aussi comment se cacher.,Jëgg day wut fu mu jaar ag itam na mu laqoo.
J'ai acheté cette unique mouton !,Jënd ñaa menn xar mi !
C'est un homme.,Nit la.
Où dis-tu ?,Foo wax ?
J'ai vu d'autres amis à vous !,Gis naa seen yeneen xarit !
Le tout s'est renversé.,Lépp tuuru na.
Et que nul ne bouge !,Te bu fi kenn jogé !
L'homme veut partir de temps à autre,Góor gi bëgg na di dem
Ce mouton n'est pas gras ?,Xar muu duuful ?
C'est toi qui aurais parlé,Yaa doonkoon wax
Que l'homme parte ?,Góor gi dem ?
J'ai vu des vaches d'Europe.,Gis naa nagu Tugël.
Je crois qu'il vient !,Defe naa mi ŋgiy ñëw !
Moi je n'ai pas été,Man demuma
C'est celui-là même devant le seuil de la maison.,Moom mile ci buntu kër gi la.
Quels moutons qui t'appartiennent ?,Xar yooyu yan ŋga moom ?
L'individu parle avec son nez.,Waa ji day waxe bakkan.
Il lui a amené du fourrage au champ.,Yobul na ka ŋgoon ca tool ya.
Oh !,Ex !
Ce mouton en entier.,Mi xar mépp.
Où es-tu ?,Ana ŋga ?
"Tu sais, cet homme là ?",Gis ŋga nit kookee ?
Où est-ce ?,Fu mu ?
"Le marabout implora qu'il fût dans la situation de quelqu'un qui aurait fait don de sa fortune, pour être en mesure de demander l'aumône.",Sëriñ bi ñaan na mayewoon alalam ji ba mënkóon yalwaan.
C'est celui-là qui est dehors.,Kookule la ci biti.
C'est à l'époque où mourut cet homme.,Ba waa ji dee la.
Qui sont-ce ?,Ñan la ?
C'est de celui-là que parlent les enfants ?,Kooku la xale yiy wax ?
"Viens pour que les enfants soient des travailleurs, soient des braves !","Ñëwël ndax xale yi di ay liggéeykat, di ay jambaar !"
Ne fais pas partie de ceux-là !,Bul bàkk ci ñooñu !
"Qu'est-ce, qui est la cause ?",Lu waral ?
Habille-toi en garçon !,Solul na góor !
Mi ŋgi ci biti.,Waaji nee.
C'est moi qui pars,Maa di dem
J'ai aperçu des femmes.,Séen naa ay jigéen.
Il a l'habitude d'aller,Dana di dem
"Si tu veux, retourne au centre de Saint-Louis !","Dellu, soo bëggée, biir Ndar !"
L'homme qui travaillait d'habitude,Góor gi daan liggéey
Qu'as-tu vu ?,Loo gis ?
"Espérer, c'est se nourrir d'illusion.","Yaakaar, nax sa bopp doŋŋ la."
Tu as vu quels amis à moi ?,Gis ŋga samay xarit yan ?
Avoir pu aller jusqu'à Saint-Louis.,Demoon ba Ndar.
Celui-là c'est un autre,Kooku keneen la
Quel homme est parti ?,Góor gu dem
Celui-ci ?,Kii ?
L'homme a fait un cadeau à Bathe.,Góor gi may na Bacc.
L'homme n'en a pas vu un autre.,Góor gi gisul meneen.
Cet homme nul ne le connaît !,Góor gi kenn xamu ko !
Je crois qu'il ne viendra pas !,Defe naa du ñëw !
Ton père n'aime pas que vous sortiez et que vous vous baladiez.,Sa bay bëggul ŋgeen di génn ag di wëndéelu.
"C'est toi qui l'as vu, lui, Samba.",Yaa ka gis moom Samba.
Qui cherches-tu ?,Kooy seet ?
Mais l'homme cultive,Góor gi di bày
J'avais reconnu cette dame-là !,Xammeewoon naa jigéen joojale !
Il parle desquels de vous ?,Yéen ñan la wax ?
Tu connaissais la jeune fille ?,Xamoon ŋga jaŋx ba ?
Tu fus Laobé.,Laobe ŋga woon.
Celui-là a mauvais caractère !,Kii moom dafa naqadi deret !
"Mais, moi, je n'ai pas été !",Waaye man sax dama dul ñëw !
Les quels moutons qui t'appartiennent ?,Xar yooyu yan ŋga moom ?
Tu parles de quel mouton ?,Xar menn man ŋga wax ?
Je parle de cet homme-ci.,Kile nit laa wax.
S'il veut qu'il entre !,Na dugg su bëggée ci biir !
Il ne dit rien de cela.,Waxul cu li dara.
Cette personne n'a pas été,Waa jii moo demul
J'ai vu le fils de la dame.,Gis naa doomu ndaw si.
"Regarde à l'intérieur, à l'extérieur, en bas et en haut.","Séetal ci bir, ci biti, ci suuf ak ci kaw."
L'homme est parti,Gor gi dem na
Alors que tu partais,Bi ŋga dee dem
Appelle l'homme qui ne part pas,Wool góor gi dul dem
"Si tu pars, il vient.","Soo demee, mu ñëw."
Attache tout mouton !,Yeewal mépp xar !
Celui-ci est à moi mais j'ignore d'où provient cet autre-là près de toi.,"Mii maa ka moom, waaye moomule deey, xawma fu mu bokk."
Tout village Sérère est propre !,Béppu dëkku Séeréer set na !
Quel mouton en entier ?,Man xar mépp ?
Cherche-les à l'intérieur,Wut leen ci biir
Les gens demandent qu'ils partent.,Nit ñi nee nañu mu dem.
Il est parti ce matin.,Dem na ca subë.
C'est une autre maison que je veux !,Beneen néeg laa bëgg !
J'ai vu le fils de l'homme de Gandiole.,Gis naa doomu nitu Gaanjóol gi.
C'est bien ?,Baax na ?
"Aujourd'hui, c'est Fatim.","Tay, Faatim la."
Ainsi fut.,Noonu la woon.
Il n'a rien dit à cause de l'homme.,Waxul ndax góor gi.
Dis à l'homme de partir !,Waxal góor gi mu dem !
Le voilà assis là-bas.,Ma ŋgii toog.
C'est vous-mêmes !,Yéen ñile la !
Aucun mouton ne s'est égaré.,Xar menn réerul.
C'est lui qui avait été,Moo demoon
Afin que parte qui ?,Ndax kan dem ?
Quand l'homme viendra,Su góor gi dee ñëw
Quand pars-tu ?,Kañ ñgay dem ?
C'est l'homme qui serait venu,Góor gi moo ñëwkóon
"Sur ces entrefaites, moi, je quittais.","Noonu, man, më dem."
L'homme qui part,Góor gi di dem
"Autres, ils sont.",Ñeneen lañu.
"Il a acheté moutons, chèvres, poulets...","Jënd na xar, bëy, ganaar..."
"Toi que voilà, tu n'as pas été",Yaa ŋgi demuloo
J'ai vu les enfants sauf toi.,Gis naa xale yi gannaaw yaw.
C'est ces livres là-bas que j'ai achetés !,Téere yee laa jënd !
Vous fûtes Laobé.,Laobe ŋgeen woon.
"Moi, me voilà.","Man, maa ŋgi."
C'est lui qui avait l'habitude de travailler.,Moo daawoon di liggéey.
C'est un brave à n'en pas douter !,Jambaar la ba mu dooy !
C'est un homme généreux !,Nit ku baax la !
La réunion ce n'est pas après-demain ?,Ndaje mi du gannaaw ëlëk ?
Regarde ce semblant de lutteur.,Xoolal mbër mu.
Le voilà qui part !,Mi ŋgiiy !
"C'est un seul, un seul !",Kenn la kenn doŋŋ la !
C'est lui qui n'eût pas été,Moo demkoonul
Un homme est parti !,Nit dem na !
Tu as vu l'homme dont il fut question ?,Gis ŋga nit ki woon ?
Cet homme le voilà !,Góor googule mi ŋgii !
Du moment que tu pars,Bi ŋga dee dem
Est-ce que comme je le souhaite...,Mbaa...
"Chez les Peul, les Sérère, et les Niominka.","Ci Pël yi ag ci Séeréer si, ag ci Ñomiŋka yi."
Qui est venu ?,Ku ñëw ?
Si l'homme vient,Su góor gi dee ñëw
L'homme veut que tu viennes.,Góor gi bëgg na ŋga ñëw.
J'ai vu vache d'Europe.,Gis naa nagu Tugal.
Qu'ils ne partent pas !,Bu ñu dem !
Comment ?,Noonee nan ?
Va voir toutes les vaches !,Seetil nag yépp !
"J'ai vu celui en question, auparavant.",Gis naa ki woon.
"Te voilà, quoi !",Yaa ŋgoogu rekk !
"Alors l'homme entra, les enfants le virent, il s'assit, tous s'assirent.","Noona góor gi dugg, xale yi gis ka, mu toog, ñépp toog."
Au moment où tu partais,Bi ŋga dee dem
Aucun mouton n'est arrivé.,Menn xar ñëwul.
Tu as été et il est venu.,Dem ŋga te ñëw na.
Voilà qu'il a été et qu'il est revenu,Mi ŋgii dem ba delusi
J'ai vu ces gens.,Gisoon naa ñooñale nit ñan.
Celui-là et celui-ci ne se ressemble en rien !,"Kooka ak kile, bokkuñu !"
Ce que tu as dit.,Li ŋga wax loolu.
Il m'a vu !,Gis na ma !
"N'importe lequel, qui s'échappe",Mépp mu rëcc
Cet homme qui a été,Gor gii dem
Tu as vu les autres amis ?,Gis ŋga sa yeneen xarit yi ?
Donne un à chacun !,Mayal ñépp benn !
Là-même où tu as été.,Foofu ŋga dem fu.
J'ai aperçu des chevaux.,Séen naa ay fas.
J'ai déjà vu tous ces moutons-ci.,Gisoon naa xar yi yépp.
Tu es quel étudiant ?,Ya di ban jaŋgkat ?
Si tu es homme,Soo dee góor
Viens !,Kaay !
"Alors, l'homme se fâcha.","Foofu, góor gi mer."
Cherche l'autre tout simplement !,Setal keneen ki rekk !
Il est parti,Dafa dem
Qu'il ne mente pas du moment qu'il ne vient pas !,Bu mu fen bi mu dul ñëw !
L'homme t'aurait vu,Góor gi giskoon na la
Cet autre-là est un ami à lui.,Keneen kookale xaritam la.
C'est tout ce qui est beau qui séduit cet homme.,Lépp lu baax la góor gii bëgg.
Je suis dans la maison.,Maa ŋgi ci bir kër gi.
Honore tout homme !,Teralal mépp nit !
Homme de courage n'abonde pas en paroles.,Jambaar du bare wax.
Il voyagera aujourd'hui ou demain.,Dana tukki tay mbaa ëlëk.
L'homme serait mort,Góor gi deekoon na
L'homme avait parlé,Góor gi waxoon na
"D'ailleurs, je m'en vais !","Te sax, ma ŋgii dem !"
Vas-y afin qu'il vienne et aussi afin qu'il sorte !,Demal ndax mu ñëw ndax it mu génn !
J'ai vu la maison de l'ami de Birayim.,Gis naa këru xaritu Biraayim wi.
Frère de Nafi et Sokkna !,Góor u Nafi ak Soxna !
L'un des hommes est venu.,Benn nit ki ñëw na.
Aucune jeune fille ne s'est égarée.,Ndaw senn réerul.
J'ai été dans une maison spacieuse !,Dem naa ci kër gu yaa !
Il lui a donné à cause de toi.,May na ka ŋgir yaw.
Vous acceptez ou il ne part pas !,Daŋgeen di naŋgu mbaa du dem !
Comment ?,Naan ?
Que l'homme parte,Na gor gi dem
"Je veux que tu viennes, qu'il refuse de partir s'il n'y a pas de soleil !","Bëgg në ŋga ñëw, mu bañ dem su nëjul !"
Ou l'homme est parti ou les enfants sont assis.,Góor gee dem mba xale yee toog.
Vous ne les aviez pas vus,Gisu leen leen woon
Les hommes sont partis,Góor ñi dem nañu
Tu n'es pas aussi modeste que ta mère.,Wayafuloo na sa nday ji.
Il y amena un mouton pour l'homme.,Yobul na fi xar góor gi.
C'est mon ami !,Sama xarit la !
"Donc, tu ne partiras pas ?","Doo dem, xanaa ?"
Voilà l'homme ainsi nul ne bougera !,Góor gaa ŋgoogule ndax kenn bañ génn !
Cet enfant-ci n'est pas venu ?,Xale bile ñëwul ?
J'ai vu celui dont il fut question.,Gis naa ka woon.
Je te confie celui-là dont il fut question au passé.,Deŋk naa la boobule woon.
Je serais parti,Demkoon naa
Va leur chercher une barque !,Wutëli leen gaal !
Il a donné à la personne quelque chose.,Jox na nit ki dara.
Il est parti,Mu dem
"Donc, tu ne partiras pas ?",Xanaa doo dem ?
Que veux-tu faire ?,Loo bëgg def ?
Aucun homme ne s'est égaré.,Nit kenn réerul.
Cette dame là-bas.,Jigéen jale.
"Ceux-là, il ne les apprécie guère !",Yooyale deey bëggu leen !
"Le voilà, là-bas, qui s'en va",Mu ŋgooguu di dem
C'est nous-même qu'il cherche.,Ñun ñii lay set.
J'ai aperçu un baobab.,Séen naa am guy.
"Mais alors, je refusai de sortir","Noonu itam, ma bañ génn"
En voilà un autre.,Keneen a ŋgi.
C'est moi qui n'ai pas été,Maa demul
Par ici ?,Ci fii ?
Tu as vu lesquels de mes amis ?,Gis ŋga samay xarit yan ?
Tu as reconnu sa femme ?,Xammee ŋga jabaram joojuwoon ?
Cet homme près de moi.,Nit kii ci sama wet.
Leurs lions c'est des moutons.,Seni gaynde yi ay xar lañu.
Il n'est Ardo d'aucun Dieri que tu ne connaisses !,Amul ardo benn Jéeri boo xamul !
Tu es paresseuse comme cet autre-là.,Daŋga tayal naka keneen kee.
J'ai été et tu n'as pas été !,Dem naa te demuloo !
C'est un homme pour quelles raisons ?,Nit la ci lan ?
Va à Saint-Louis pour qu'il puisse venir ou qu'il envoie quelqu'un !,Demal Ndar mu mën ñëw walla mu yonnée !
C'est un homme ?,Góor la ?
"Il est là, peut-être !","Mi ŋgi fi, soo demee !"
L'aumône eut été une bonne chose !,Sarxe baaxkoon na !
Qui t'a donné ce livre ?,Ku la may bii téere ?
"Viens pour Moussa, lamane de ce pays !",Ñëwël ndax Musaa lamaanu réew mi !
Lui il est parti,Moom dem na
L'homme aime celui-là.,Góor gi bëgg na kii.
Je ne veux pas est une forme impolie !,Bëgguma du yar !
Où est celui-là ?,Ana kooku
C'est cet homme qui eût été bon !,Nit ki baaxkoon la !
"Ce fut un homme, un vrai !",Nit lawoon !
